timestamp,base,USDXAU,XAU
2025-08-18T23:59:59+00:00,USD,3333.5944648998,0.0002999765
2025-08-18T23:59:59+00:00,USD,3333.5944648998,0.0002999765
2025-08-18T23:59:59+00:00,USD,3333.5944648998,0.0002999765
2025-08-18T23:59:59+00:00,USD,3333.5944648998,0.0002999765
2025-08-18T23:59:59+00:00,USD,3333.5944648998,0.0002999765
2025-08-18T23:59:59+00:00,USD,3333.5944648998,0.0002999765
2025-08-18T23:59:59+00:00,USD,3333.5944648998,0.0002999765
